file,layer,priority,section
apps/api/src/modules/identity/dto/query-role.dto.ts,DTO (query),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/dto/query-user-tenant-role.dto.ts,DTO (query),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/dto/query-user.dto.ts,DTO (query),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/dto/update-user.dto.ts,DTO (update),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/events/handlers/dispute-resolved.handler.ts,Event Handler,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/events/handlers/order-completed.handler.ts,Event Handler,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/events/identity.publisher.ts,Event Publisher,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/identity.module.ts,Module Wiring,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/jobs/dpdp-erasure-cooling.job.ts,Background Job,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/jobs/kyc-expiry-reminders.job.ts,Background Job,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/jobs/risk-score-recompute.job.ts,Background Job,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/policies/identity.policies.ts,Policies,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/address.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/bank-account.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/consent.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/data-subject-request.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/device.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/kyc-document.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/permission.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/risk-score.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/role.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/session.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/user-tenant-role.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/repositories/user.repository.ts,Repository,Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/services/kyc-document.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/services/permission.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/services/role.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/services/user-tenant-role.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/identity/services/user.service.ts,Application Service (use-case),Wave 1 · L,03_api_modules_wave1
apps/api/src/modules/labour/README.md,Module README,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/__tests__/labour.e2e-spec.ts,Test · E2E,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/__tests__/worker-profile.service.spec.ts,Test · Unit/Integration,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/advances.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/assignments.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/attendance.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/bookings.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/crews.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/grievances.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/sardars.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/controllers/v1/workers.controller.ts,HTTP Controller v1,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/attendance-record.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/booking-assignment.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/booking-assignment.state.ts,Domain · State Machine,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/crew.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/grievance.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/grievance.state.ts,Domain · State Machine,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/labour-booking.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/labour-booking.state.ts,Domain · State Machine,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/labour.events.ts,Domain · Events,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/mgnrega-job-card.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/migrant-engagement.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/minimum-wage.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/safety-checklist.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/sardar-profile.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/skill.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/worker-advance.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/worker-advance.state.ts,Domain · State Machine,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/worker-availability.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/worker-insurance.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/domain/worker-profile.entity.ts,Domain · Entity,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/create-booking-assignment.dto.ts,DTO (create),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/create-labour-booking.dto.ts,DTO (create),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/create-minimum-wage.dto.ts,DTO (create),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/create-skill.dto.ts,DTO (create),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/create-worker-availability.dto.ts,DTO (create),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/create-worker-profile.dto.ts,DTO (create),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/query-booking-assignment.dto.ts,DTO (query),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/query-labour-booking.dto.ts,DTO (query),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/query-minimum-wage.dto.ts,DTO (query),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/query-skill.dto.ts,DTO (query),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/query-worker-availability.dto.ts,DTO (query),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/query-worker-profile.dto.ts,DTO (query),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/dto/update-worker-profile.dto.ts,DTO (update),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/events/handlers/payout-completed.handler.ts,Event Handler,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/events/labour.publisher.ts,Event Publisher,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/jobs/advance-cycle-audit.job.ts,Background Job,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/jobs/booking-respond-timeout.job.ts,Background Job,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/jobs/minwage-sync.job.ts,Background Job,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/jobs/same-day-wage-sla.job.ts,Background Job,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/labour.module.ts,Module Wiring,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/policies/labour.policies.ts,Policies,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/read-models/worker-search.read-model.ts,Read-Model (CQRS read path),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/attendance-record.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/booking-assignment.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/crew.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/grievance.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/labour-booking.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/mgnrega-job-card.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/migrant-engagement.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/minimum-wage.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/safety-checklist.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/sardar-profile.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/skill.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/worker-advance.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/worker-availability.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/worker-insurance.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/repositories/worker-profile.repository.ts,Repository,Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/services/labour-booking.service.ts,Application Service (use-case),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/services/minimum-wage.service.ts,Application Service (use-case),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/services/skill.service.ts,Application Service (use-case),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/services/worker-availability.service.ts,Application Service (use-case),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/labour/services/worker-profile.service.ts,Application Service (use-case),Wave 1 · XL,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/README.md,Module README,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/__tests__/land-parcel.service.spec.ts,Test · Unit/Integration,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/__tests__/land-soil-weather.e2e-spec.ts,Test · E2E,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/controllers/v1/crop-seasons.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/controllers/v1/parcels.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/controllers/v1/soil-tests.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/domain/crop-season.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/domain/land-parcel.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/domain/land-soil-weather.events.ts,Domain · Events,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/domain/soil-test.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/domain/weather-alert.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/create-crop-season.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/create-land-parcel.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/create-soil-test.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/create-weather-alert.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/query-crop-season.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/query-land-parcel.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/query-soil-test.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/query-weather-alert.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/dto/update-land-parcel.dto.ts,DTO (update),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/events/land-soil-weather.publisher.ts,Event Publisher,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/jobs/advisory-push.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/jobs/bhulekh-verify.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/jobs/weather-ingest.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/land-soil-weather.module.ts,Module Wiring,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/policies/land-soil-weather.policies.ts,Policies,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/repositories/crop-season.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/repositories/land-parcel.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/repositories/soil-test.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/repositories/weather-alert.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/services/crop-season.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/services/land-parcel.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/services/soil-test.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/land-soil-weather/services/weather-alert.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/listings/README.md,Module README,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/__tests__/listing.entity.spec.ts,Test · Unit/Integration,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/__tests__/listing.service.spec.ts,Test · Unit/Integration,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/__tests__/listing.state.spec.ts,Test · Unit/Integration,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/__tests__/listings.e2e-spec.ts,Test · E2E,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/controllers/v1/boosts.controller.ts,HTTP Controller v1,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/controllers/v1/group-lots.controller.ts,HTTP Controller v1,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/controllers/v1/listings.controller.ts,HTTP Controller v1,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/group-lot-pledge.entity.ts,Domain · Entity,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/group-lot.entity.ts,Domain · Entity,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/group-lot.state.ts,Domain · State Machine,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/listing-attribute.entity.ts,Domain · Entity,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/listing-boost.entity.ts,Domain · Entity,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/listing.entity.ts,Domain · Entity,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/listing.state.ts,Domain · State Machine,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/listings.events.ts,Domain · Events,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/domain/price-history.entity.ts,Domain · Entity,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/create-group-lot-pledge.dto.ts,DTO (create),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/create-group-lot.dto.ts,DTO (create),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/create-listing-attribute.dto.ts,DTO (create),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/create-listing-boost.dto.ts,DTO (create),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/create-listing.dto.ts,DTO (create),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/create-price-history.dto.ts,DTO (create),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/query-group-lot-pledge.dto.ts,DTO (query),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/query-group-lot.dto.ts,DTO (query),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/query-listing-attribute.dto.ts,DTO (query),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/query-listing-boost.dto.ts,DTO (query),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/query-listing.dto.ts,DTO (query),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/query-price-history.dto.ts,DTO (query),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/dto/update-listing.dto.ts,DTO (update),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/events/handlers/auction-settled.handler.ts,Event Handler,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/events/handlers/order-completed.handler.ts,Event Handler,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/events/listings.publisher.ts,Event Publisher,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/jobs/boost-expiry.job.ts,Background Job,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/jobs/expire-listings.job.ts,Background Job,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/jobs/publish-scheduled.job.ts,Background Job,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/listings.module.ts,Module Wiring,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/policies/listings.policies.ts,Policies,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/read-models/listing-search.read-model.ts,Read-Model (CQRS read path),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/read-models/mandi-band.read-model.ts,Read-Model (CQRS read path),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/repositories/group-lot-pledge.repository.ts,Repository,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/repositories/group-lot.repository.ts,Repository,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/repositories/listing-attribute.repository.ts,Repository,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/repositories/listing-boost.repository.ts,Repository,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/repositories/listing.repository.ts,Repository,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/repositories/price-history.repository.ts,Repository,Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/services/group-lot-pledge.service.ts,Application Service (use-case),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/services/group-lot.service.ts,Application Service (use-case),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/services/listing-attribute.service.ts,Application Service (use-case),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/services/listing-boost.service.ts,Application Service (use-case),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/listings/services/listing.service.ts,Application Service (use-case),Wave 1 · DONE,03_api_modules_wave1
apps/api/src/modules/logistics/README.md,Module README,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/__tests__/logistics.e2e-spec.ts,Test · E2E,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/__tests__/shipment.service.spec.ts,Test · Unit/Integration,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/controllers/v1/partners.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/controllers/v1/routes.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/controllers/v1/shipments.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/controllers/v1/zones.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/cold-chain-log.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/delivery-route.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/delivery-zone.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/logistics-partner.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/logistics.events.ts,Domain · Events,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/pickup-slot.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/shipment.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/shipment.state.ts,Domain · State Machine,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/domain/vehicle.entity.ts,Domain · Entity,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/create-delivery-route.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/create-delivery-zone.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/create-logistics-partner.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/create-pickup-slot.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/create-shipment.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/create-vehicle.dto.ts,DTO (create),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/query-delivery-route.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/query-delivery-zone.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/query-logistics-partner.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/query-pickup-slot.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/query-shipment.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/query-vehicle.dto.ts,DTO (query),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/dto/update-shipment.dto.ts,DTO (update),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/events/handlers/order-confirmed.handler.ts,Event Handler,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/events/logistics.publisher.ts,Event Publisher,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/jobs/cold-chain-breach-alerts.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/jobs/village-run-consolidation.job.ts,Background Job,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/logistics.module.ts,Module Wiring,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/policies/logistics.policies.ts,Policies,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/cold-chain-log.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/delivery-route.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/delivery-zone.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/logistics-partner.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/pickup-slot.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/shipment.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/repositories/vehicle.repository.ts,Repository,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/services/delivery-zone.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/services/logistics-partner.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/services/pickup-slot.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/services/shipment.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/logistics/services/vehicle.service.ts,Application Service (use-case),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/README.md,Module README,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/__tests__/mandi.service.spec.ts,Test · Unit/Integration,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/__tests__/market-intel.e2e-spec.ts,Test · E2E,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/__tests__/tenant-isolation.spec.ts,Test · Tenant Isolation (CI GATE),Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/controllers/v1/mandi-prices.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/controllers/v1/predictions.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
apps/api/src/modules/market-intel/controllers/v1/price-alerts.controller.ts,HTTP Controller v1,Wave 1 · M,03_api_modules_wave1
